locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKBEMDEF_00361	CDS	240				hypothetical protein
GKBEMDEF_00362	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
GKBEMDEF_00363	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
GKBEMDEF_00364	CDS	2025	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
GKBEMDEF_00365	CDS	897	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
GKBEMDEF_00366	CDS	237				hypothetical protein
GKBEMDEF_00367	CDS	435	slyA_1		COG1846	Transcriptional regulator SlyA
GKBEMDEF_00368	CDS	1362				hypothetical protein
GKBEMDEF_00369	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
GKBEMDEF_00370	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GKBEMDEF_00371	CDS	360	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
GKBEMDEF_00372	CDS	663	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
GKBEMDEF_00373	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
GKBEMDEF_00374	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
GKBEMDEF_00375	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
GKBEMDEF_00376	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
GKBEMDEF_00377	CDS	258				hypothetical protein
GKBEMDEF_00378	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
GKBEMDEF_00379	CDS	699	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
GKBEMDEF_00380	CDS	624	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
GKBEMDEF_00381	CDS	957	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
GKBEMDEF_00382	CDS	2265	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
GKBEMDEF_00383	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
GKBEMDEF_00384	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
GKBEMDEF_00385	CDS	441	ydgK			Inner membrane protein YdgK
GKBEMDEF_00386	CDS	216	ydgT			Transcription modulator YdgT
GKBEMDEF_00387	CDS	1371	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
GKBEMDEF_00388	CDS	1041	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
GKBEMDEF_00389	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
GKBEMDEF_00390	CDS	1218				putative transporter
GKBEMDEF_00391	CDS	465				hypothetical protein
GKBEMDEF_00392	CDS	186				hypothetical protein
GKBEMDEF_00393	CDS	363				hypothetical protein
GKBEMDEF_00394	CDS	528	cybB		COG3038	Cytochrome b561
GKBEMDEF_00395	CDS	276	frmR_1		COG1937	Transcriptional repressor FrmR
GKBEMDEF_00396	CDS	1119	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
GKBEMDEF_00397	CDS	2373	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
GKBEMDEF_00398	CDS	924	gbpR			HTH-type transcriptional regulator GbpR
GKBEMDEF_00399	CDS	621	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
GKBEMDEF_00400	CDS	741	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
GKBEMDEF_00401	CDS	1344			COG5383	putative protein
GKBEMDEF_00402	CDS	1506	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GKBEMDEF_00403	CDS	1089	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
GKBEMDEF_00404	CDS	1845	mdoD		COG3131	Glucans biosynthesis protein D
GKBEMDEF_00405	CDS	579	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
GKBEMDEF_00406	CDS	981				hypothetical protein
GKBEMDEF_00407	CDS	1005	tehA		COG1275	Tellurite resistance protein TehA
GKBEMDEF_00408	CDS	591	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
GKBEMDEF_00409	CDS	669				hypothetical protein
GKBEMDEF_00410	CDS	897				hypothetical protein
GKBEMDEF_00411	CDS	870	rhaR_1			HTH-type transcriptional activator RhaR
GKBEMDEF_00412	CDS	1167	ydcO		COG3135	Inner membrane protein YdcO
GKBEMDEF_00413	CDS	1032				IS630 family transposase ISEc33
GKBEMDEF_00414	CDS	381				hypothetical protein
GKBEMDEF_00415	CDS	105				hypothetical protein
GKBEMDEF_00416	CDS	474	ibpB_1			Small heat shock protein IbpB
GKBEMDEF_00417	CDS	513	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
GKBEMDEF_00418	CDS	1218	bluF_1			Blue light- and temperature-regulated antirepressor BluF
GKBEMDEF_00419	CDS	612				hypothetical protein
GKBEMDEF_00420	CDS	942	rob_1		COG2207	Right origin-binding protein
GKBEMDEF_00421	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
GKBEMDEF_00422	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
GKBEMDEF_00423	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
GKBEMDEF_00424	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
GKBEMDEF_00425	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
GKBEMDEF_00426	CDS	762	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
GKBEMDEF_00427	CDS	861	bla_2	3.5.2.6	COG2367	Beta-lactamase SHV-1
GKBEMDEF_00428	CDS	261				hypothetical protein
GKBEMDEF_00429	CDS	1089				hypothetical protein
GKBEMDEF_00430	CDS	1266	lacY			Lactose permease
GKBEMDEF_00431	CDS	3108	lacZ_1	3.2.1.23	COG3250	Beta-galactosidase
GKBEMDEF_00432	CDS	627	purR_2			HTH-type transcriptional repressor PurR
GKBEMDEF_00433	CDS	447	lacI_1		COG1609	Lactose operon repressor
GKBEMDEF_00434	CDS	441				hypothetical protein
GKBEMDEF_00435	CDS	219				hypothetical protein
GKBEMDEF_00436	CDS	1098	rhaS_4			HTH-type transcriptional activator RhaS
GKBEMDEF_00437	CDS	399				hypothetical protein
GKBEMDEF_00438	CDS	1104				hypothetical protein
GKBEMDEF_00439	CDS	1272	amiC_1			Aliphatic amidase expression-regulating protein
GKBEMDEF_00440	CDS	1575				hypothetical protein
GKBEMDEF_00441	CDS	1074				hypothetical protein
GKBEMDEF_00442	CDS	798	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GKBEMDEF_00443	CDS	699	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GKBEMDEF_00444	CDS	483				hypothetical protein
GKBEMDEF_00445	CDS	1197				hypothetical protein
GKBEMDEF_00446	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
GKBEMDEF_00447	CDS	219				hypothetical protein
GKBEMDEF_00448	CDS	375	marA			Multiple antibiotic resistance protein MarA
GKBEMDEF_00449	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
GKBEMDEF_00450	CDS	669				hypothetical protein
GKBEMDEF_00451	CDS	1200	sotB_2		COG2814	Sugar efflux transporter
GKBEMDEF_00452	CDS	795	yddE	5.1.-.-	COG0384	putative isomerase YddE
GKBEMDEF_00453	CDS	1320	garP_1			putative galactarate transporter
GKBEMDEF_00454	CDS	951		1.1.1.81	COG0111	Hydroxypyruvate reductase
GKBEMDEF_00455	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GKBEMDEF_00456	CDS	1149	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
GKBEMDEF_00457	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
GKBEMDEF_00458	CDS	987	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
GKBEMDEF_00459	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
GKBEMDEF_00460	CDS	945	ldh1	1.1.1.27		L-lactate dehydrogenase 1
GKBEMDEF_00461	CDS	483				hypothetical protein
GKBEMDEF_00462	CDS	879	gltR_1		COG0583	HTH-type transcriptional regulator GltR
GKBEMDEF_00463	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GKBEMDEF_00464	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
GKBEMDEF_00465	CDS	369				hypothetical protein
GKBEMDEF_00466	CDS	1152			COG2826	IS30 family transposase IS30
GKBEMDEF_00467	CDS	654				IS3 family transposase ISLad1
GKBEMDEF_00468	CDS	1287				hypothetical protein
GKBEMDEF_00469	CDS	2058				hypothetical protein
GKBEMDEF_00470	CDS	426				hypothetical protein
GKBEMDEF_00471	CDS	384				hypothetical protein
GKBEMDEF_00472	CDS	600				hypothetical protein
GKBEMDEF_00473	CDS	792				hypothetical protein
GKBEMDEF_00474	CDS	366				hypothetical protein
GKBEMDEF_00475	CDS	906				IS3 family transposase IS2
GKBEMDEF_00476	CDS	207				hypothetical protein
GKBEMDEF_00477	CDS	603				hypothetical protein
GKBEMDEF_00478	CDS	624				hypothetical protein
GKBEMDEF_00479	CDS	1119				hypothetical protein
GKBEMDEF_00480	CDS	735				hypothetical protein
GKBEMDEF_00481	CDS	873	era_2			GTPase Era
GKBEMDEF_00482	CDS	2847	flu_2		COG3468	Antigen 43
GKBEMDEF_00483	CDS	234				hypothetical protein
GKBEMDEF_00484	CDS	819				hypothetical protein
GKBEMDEF_00485	CDS	483	klcA_2			Antirestriction protein KlcA
GKBEMDEF_00486	CDS	477				hypothetical protein
GKBEMDEF_00487	CDS	222				hypothetical protein
GKBEMDEF_00488	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
GKBEMDEF_00489	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
GKBEMDEF_00490	CDS	489				hypothetical protein
GKBEMDEF_00491	CDS	198				hypothetical protein
GKBEMDEF_00492	CDS	570				hypothetical protein
GKBEMDEF_00493	CDS	291				hypothetical protein
GKBEMDEF_00494	CDS	567				hypothetical protein
GKBEMDEF_00495	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
GKBEMDEF_00496	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
GKBEMDEF_00497	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GKBEMDEF_00498	CDS	450				hypothetical protein
GKBEMDEF_00499	CDS	786				hypothetical protein
GKBEMDEF_00500	CDS	759				hypothetical protein
GKBEMDEF_00501	CDS	918	cbpA		COG2214	Curved DNA-binding protein
GKBEMDEF_00502	CDS	306	cbpM			Chaperone modulatory protein CbpM
GKBEMDEF_00503	CDS	372				hypothetical protein
GKBEMDEF_00504	CDS	957	parM			Plasmid segregation protein ParM
GKBEMDEF_00505	CDS	1404	melB		COG2211	Melibiose carrier protein
GKBEMDEF_00506	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
GKBEMDEF_00507	CDS	939	melR			Melibiose operon regulatory protein
GKBEMDEF_00508	CDS	1503	proP_1			Proline/betaine transporter
GKBEMDEF_00509	CDS	336				hypothetical protein
GKBEMDEF_00510	CDS	435				hypothetical protein
GKBEMDEF_00511	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
GKBEMDEF_00512	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
GKBEMDEF_00513	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
GKBEMDEF_00514	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
GKBEMDEF_00515	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
GKBEMDEF_00516	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
GKBEMDEF_00517	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
GKBEMDEF_00518	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
GKBEMDEF_00519	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
GKBEMDEF_00520	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
GKBEMDEF_00521	CDS	369				hypothetical protein
GKBEMDEF_00522	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GKBEMDEF_00523	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GKBEMDEF_00524	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
GKBEMDEF_00525	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
GKBEMDEF_00526	CDS	1008	rbsK_2	2.7.1.15	COG0524	Ribokinase
GKBEMDEF_00527	CDS	918				hypothetical protein
GKBEMDEF_00528	CDS	759				hypothetical protein
GKBEMDEF_00529	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
GKBEMDEF_00530	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
GKBEMDEF_00531	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
GKBEMDEF_00532	CDS	687				hypothetical protein
GKBEMDEF_00533	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
GKBEMDEF_00534	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GKBEMDEF_00535	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
GKBEMDEF_00536	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
GKBEMDEF_00537	CDS	1098				hypothetical protein
GKBEMDEF_00538	CDS	552				hypothetical protein
GKBEMDEF_00539	CDS	2580	fimD_3		COG3188	Outer membrane usher protein FimD
GKBEMDEF_00540	CDS	690	lpfB			putative fimbrial chaperone LpfB
GKBEMDEF_00541	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
GKBEMDEF_00542	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
GKBEMDEF_00543	CDS	408	cidA			Holin-like protein CidA
GKBEMDEF_00544	CDS	882	oxyR_1			Hydrogen peroxide-inducible genes activator
GKBEMDEF_00545	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GKBEMDEF_00546	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
GKBEMDEF_00547	CDS	669				hypothetical protein
GKBEMDEF_00548	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
GKBEMDEF_00549	CDS	330	soxS_1			Regulatory protein SoxS
GKBEMDEF_00550	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
GKBEMDEF_00551	CDS	282				hypothetical protein
GKBEMDEF_00552	CDS	858				hypothetical protein
GKBEMDEF_00553	CDS	834				hypothetical protein
GKBEMDEF_00554	CDS	1140				hypothetical protein
GKBEMDEF_00555	CDS	1062	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKBEMDEF_00556	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
GKBEMDEF_00557	CDS	1014	ccpA_1		COG1609	Catabolite control protein A
GKBEMDEF_00558	CDS	762	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
GKBEMDEF_00559	CDS	354	iraM			Anti-adapter protein IraM
GKBEMDEF_00560	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
GKBEMDEF_00561	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
GKBEMDEF_00562	CDS	369	soxS_2			Regulatory protein SoxS
GKBEMDEF_00563	CDS	2259	fepA_2		COG4771	Ferrienterobactin receptor
GKBEMDEF_00564	CDS	1581	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
GKBEMDEF_00565	CDS	525	ssb		COG0629	Single-stranded DNA-binding protein
GKBEMDEF_00566	CDS	2826	uvrA		COG0178	UvrABC system protein A
GKBEMDEF_00567	CDS	357	yjbR		COG2315	putative protein YjbR
GKBEMDEF_00568	CDS	417				hypothetical protein
GKBEMDEF_00569	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
GKBEMDEF_00570	CDS	1194	tyrB_1	2.6.1.5	COG1448	Tyrosine aminotransferase
GKBEMDEF_00571	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
GKBEMDEF_00572	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GKBEMDEF_00573	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
GKBEMDEF_00574	CDS	243	pspG			Phage shock protein G
GKBEMDEF_00575	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
GKBEMDEF_00576	CDS	489				hypothetical protein
GKBEMDEF_00577	CDS	516	zur		COG0735	Zinc uptake regulation protein
GKBEMDEF_00578	CDS	210				hypothetical protein
GKBEMDEF_00579	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
GKBEMDEF_00580	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
GKBEMDEF_00581	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
GKBEMDEF_00582	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
GKBEMDEF_00583	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
GKBEMDEF_00584	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
GKBEMDEF_00585	CDS	924				hypothetical protein
GKBEMDEF_00586	CDS	1290	lamB_1		COG4580	Maltoporin
GKBEMDEF_00587	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
GKBEMDEF_00588	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
GKBEMDEF_00589	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
GKBEMDEF_00590	CDS	891	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
GKBEMDEF_00591	CDS	411	psiE		COG3223	Protein PsiE
GKBEMDEF_00592	CDS	1278				hypothetical protein
GKBEMDEF_00593	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
GKBEMDEF_00594	CDS	321				hypothetical protein
GKBEMDEF_00595	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GKBEMDEF_00596	CDS	510				hypothetical protein
GKBEMDEF_00597	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GKBEMDEF_00598	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
GKBEMDEF_00599	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
GKBEMDEF_00600	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
GKBEMDEF_00601	CDS	273				hypothetical protein
GKBEMDEF_00602	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
GKBEMDEF_00603	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
GKBEMDEF_00604	CDS	1632				hypothetical protein
GKBEMDEF_00605	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
GKBEMDEF_00606	CDS	831	iclR		COG1414	Transcriptional repressor IclR
GKBEMDEF_00607	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
GKBEMDEF_00608	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
GKBEMDEF_00609	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
GKBEMDEF_00610	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
GKBEMDEF_00611	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
GKBEMDEF_00612	CDS	1152			COG2826	IS30 family transposase IS30
GKBEMDEF_00613	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
GKBEMDEF_00614	CDS	879				hypothetical protein
GKBEMDEF_00615	CDS	1008				hypothetical protein
GKBEMDEF_00616	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
GKBEMDEF_00617	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
GKBEMDEF_00618	CDS	885	nlpI		COG4785	Lipoprotein NlpI
GKBEMDEF_00619	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GKBEMDEF_00620	CDS	270	rpsO		COG0184	30S ribosomal protein S15
GKBEMDEF_00621	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GKBEMDEF_00622	CDS	402	rbfA		COG0858	30S ribosome-binding factor
GKBEMDEF_00623	CDS	2691	infB		COG0532	Translation initiation factor IF-2
GKBEMDEF_00624	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
GKBEMDEF_00625	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
GKBEMDEF_00626	tRNA	77				tRNA-Met(cat)
GKBEMDEF_00627	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GKBEMDEF_00628	CDS	630	iprA_1			Inhibitor of hydrogen peroxide resistance
GKBEMDEF_00629	CDS	552				hypothetical protein
GKBEMDEF_00630	CDS	402				hypothetical protein
GKBEMDEF_00631	tRNA	87				tRNA-Leu(gag)
GKBEMDEF_00632	CDS	330	secG		COG1314	Protein-export membrane protein SecG
GKBEMDEF_00633	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GKBEMDEF_00634	CDS	849	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
GKBEMDEF_00635	CDS	1944	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GKBEMDEF_00636	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
GKBEMDEF_00637	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
GKBEMDEF_00638	CDS	477	greA		COG0782	Transcription elongation factor GreA
GKBEMDEF_00639	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
GKBEMDEF_00640	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
GKBEMDEF_00641	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
GKBEMDEF_00642	CDS	258	rpmA		COG0211	50S ribosomal protein L27
GKBEMDEF_00643	CDS	312	rplU		COG0261	50S ribosomal protein L21
GKBEMDEF_00644	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
GKBEMDEF_00645	CDS	273				hypothetical protein
GKBEMDEF_00646	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GKBEMDEF_00647	CDS	255	ibaG		COG5007	Acid stress protein IbaG
GKBEMDEF_00648	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
GKBEMDEF_00649	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
GKBEMDEF_00650	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
GKBEMDEF_00651	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
GKBEMDEF_00652	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
GKBEMDEF_00653	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
GKBEMDEF_00654	CDS	1005	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GKBEMDEF_00655	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
GKBEMDEF_00656	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
GKBEMDEF_00657	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
GKBEMDEF_00658	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GKBEMDEF_00659	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
GKBEMDEF_00660	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
GKBEMDEF_00661	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
GKBEMDEF_00662	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
GKBEMDEF_00663	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
GKBEMDEF_00664	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
GKBEMDEF_00665	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
GKBEMDEF_00666	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
GKBEMDEF_00667	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
GKBEMDEF_00668	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
GKBEMDEF_00669	CDS	1284	exuT_1			Hexuronate transporter
GKBEMDEF_00670	CDS	933				hypothetical protein
GKBEMDEF_00671	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GKBEMDEF_00672	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GKBEMDEF_00673	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
GKBEMDEF_00674	CDS	495	sspB		COG2969	Stringent starvation protein B
GKBEMDEF_00675	CDS	639	sspA		COG0625	Stringent starvation protein A
GKBEMDEF_00676	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GKBEMDEF_00677	CDS	429	rplM		COG0102	50S ribosomal protein L13
GKBEMDEF_00678	CDS	1128	zapE_1		COG1485	Cell division protein ZapE
GKBEMDEF_00679	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
GKBEMDEF_00680	CDS	1152			COG2826	IS30 family transposase IS30
GKBEMDEF_00681	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
GKBEMDEF_00682	CDS	504	eis	2.3.1.-		N-acetyltransferase Eis
GKBEMDEF_00683	CDS	321				hypothetical protein
GKBEMDEF_00684	CDS	444				hypothetical protein
GKBEMDEF_00685	CDS	537	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
GKBEMDEF_00686	CDS	648				hypothetical protein
GKBEMDEF_00687	CDS	1041				hypothetical protein
GKBEMDEF_00688	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
GKBEMDEF_00689	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
GKBEMDEF_00690	CDS	387				hypothetical protein
GKBEMDEF_00691	CDS	2109	lpoA		COG3107	Penicillin-binding protein activator LpoA
